E,g,gamma,m,scenario,policy,model
14.84416679161451,0.865754424555374,218.8054562690271,0.3044413883585477,0,None,CBAM
390.11719240336345,0.595838623815932,6.198193990695452,0.694769737879714,1,None,CBAM
217.8626539751187,0.5632024518360796,128.8943213725991,0.37304934947631185,2,None,CBAM
216.50833948947127,0.9531258130827946,204.87684391631208,0.15865842984639866,3,None,CBAM
383.5752935691665,0.9889396767215041,245.6542213368818,0.2891784218109618,4,None,CBAM
71.92855830541114,0.3979742078427021,46.20175602206355,0.5390816795017719,5,None,CBAM
108.88620631861887,0.8817059819840538,293.20113933255584,0.7002768778766981,6,None,CBAM
11.642466201074603,0.08277478102971242,236.86463292818604,0.8569058042197926,7,None,CBAM
52.77855377020991,0.8613040920322717,30.09164598978657,0.2063697951031578,8,None,CBAM
277.3828700746213,0.5751986603232759,34.655665369546064,0.44338343197451996,9,None,CBAM
47.30255723878222,0.9283441437944135,153.718461290049,0.12531178063139473,10,None,CBAM
246.32722483482948,0.9437638250629414,347.88174373403467,0.8368234549264466,11,None,CBAM
361.49960595899825,0.3434772792084645,5.965779569554793,0.8359564258494545,12,None,CBAM
179.91486935874332,0.4665540096681209,273.15640400330307,0.7870357445721513,13,None,CBAM
305.52276067718213,0.1156205971612764,399.4992613890672,0.24997978280485006,14,None,CBAM
205.3012377824166,0.8348942857642716,136.5940235220503,0.13772677071816813,15,None,CBAM
295.2173494429637,0.414557780010065,267.8573952902485,0.8581278389961212,16,None,CBAM
42.71745896003794,0.3362689930905603,353.2185226137322,0.5607972259913275,17,None,CBAM
102.68941545657042,0.5429597696855372,334.79462064925286,0.9867443313210216,18,None,CBAM
197.21506949039923,0.4776134272687181,312.5651410888168,0.8254288417776876,19,None,CBAM
122.41438554504758,0.7145430287897573,126.01466316755811,0.09468849528321978,20,None,CBAM
233.5635270827093,0.8732849065481493,395.2690222320341,0.8373880428444135,21,None,CBAM
302.0194443127957,0.09173144748634589,189.3466150394769,0.2908076012939092,22,None,CBAM
85.16419018785771,0.9870087429257122,15.71859363399726,0.0740674665350685,23,None,CBAM
218.98611208059862,0.4942131717419529,317.37993192018183,0.006004755088422226,24,None,CBAM
69.56064882391712,0.7801707957875412,281.83676668459367,0.6673263311855336,25,None,CBAM
189.67328872653854,0.9007127271381222,62.34256028595587,0.008411330863096941,26,None,CBAM
201.69628826045005,0.11634857694292557,289.77255608011205,0.10417754968320549,27,None,CBAM
338.93581041024527,0.9585907728658721,71.58843599104178,0.7834260648858404,28,None,CBAM
2.5843466085818307,0.016409124143254877,125.78105090095926,0.7973822745058693,29,None,CBAM
219.0723510842764,0.021192048660569153,216.93938644728297,0.9991761936107553,30,None,CBAM
29.433750238078858,0.12787839172311555,74.11542504732654,0.98034476143065,31,None,CBAM
60.297440968888004,0.07037635982459048,14.506512518243127,0.595647964318975,32,None,CBAM
41.17845614757903,0.524517133067552,192.44262554125325,0.7383025553545166,33,None,CBAM
284.33823163428775,0.565438610997911,184.80707279677105,0.5452431708434305,34,None,CBAM
341.9999615750091,0.8142642473151523,68.29599132921811,0.5138540231526808,35,None,CBAM
252.95722434473657,0.6191507856268872,317.41278273230546,0.8202862462226049,36,None,CBAM
44.57555387171653,0.6772337387931009,224.02009253961205,0.4947633107765474,37,None,CBAM
89.91375123121281,0.5416989266242013,63.00686285074132,0.6818293521949822,38,None,CBAM
169.39101379026255,0.47600465296195943,49.879325678986966,0.8786273706666985,39,None,CBAM
186.06431037809386,0.2310823932868129,268.30045845755234,0.6423906438377346,40,None,CBAM
158.59043226419908,0.38394719943571043,299.18565414621077,0.3401679034127399,41,None,CBAM
205.48253464861673,0.691842828897757,245.97655141878536,0.30323608921789313,42,None,CBAM
359.7996288118476,0.2124959663075194,89.01355591848248,0.11633963196733225,43,None,CBAM
284.836324008315,0.2612700200435706,155.06670052457162,0.14099219906490512,44,None,CBAM
353.1146378212799,0.058979060830960967,213.50965172230536,0.9778234812632552,45,None,CBAM
264.2005478578039,0.10210358768082999,271.26215887404004,0.6340170241754068,46,None,CBAM
247.79034282688443,0.6766387477392363,1.4114316086756054,0.16927706432607886,47,None,CBAM
330.53139892970484,0.433907952026683,76.99618441686611,0.6836958842490661,48,None,CBAM
355.1148444135487,0.6951356329428219,66.42212442087781,0.12737641149832274,49,None,CBAM
35.10744653845931,0.40705645391241296,347.1369410033448,0.43783156864761513,50,None,CBAM
130.8384294575901,0.1407726738411239,317.903275035421,0.24441963600804872,51,None,CBAM
318.38201044511976,0.710806911491969,294.02039989968983,0.31950653191745604,52,None,CBAM
152.16685056830275,0.7750071808341878,277.5282330448807,0.7056665720085176,53,None,CBAM
386.0656838041595,0.4781947138684748,170.19781694878063,0.5322170108700164,54,None,CBAM
289.77722245700147,0.5033006093525244,387.13286163296016,0.349518570090393,55,None,CBAM
318.6876072901401,0.0009973067120289162,166.384249657925,0.3767240969404153,56,None,CBAM
174.9900811736663,0.07458019455412322,361.45781249552675,0.7787653055092076,57,None,CBAM
23.5410761802901,0.011062691304115985,220.19721929234439,0.7321680572566028,58,None,CBAM
32.206268435782256,0.6440106058537776,332.30468552745475,0.44480427485891616,59,None,CBAM
187.62338729422817,0.9694041523645944,18.232867926497544,0.36072491939674206,60,None,CBAM
226.26701928708576,0.3945232220562158,219.08010539614966,0.5300027862145216,61,None,CBAM
67.27053350684785,0.8675896648750338,354.5693599876506,0.36256541922966734,62,None,CBAM
16.232982286378377,0.31156722429013456,187.66632485882027,0.10831683228879779,63,None,CBAM
31.641733426294195,0.9788397717038168,321.07582863067125,0.4880737752868477,64,None,CBAM
303.2790159972256,0.2623715826973845,58.649350936017385,0.08117327498415261,65,None,CBAM
206.55064930820672,0.14615127630893135,177.41460813662607,0.1421167431182596,66,None,CBAM
141.30120582069,0.26709696936466226,93.06670439420101,0.19959960512183067,67,None,CBAM
284.1443765854165,0.8964408394158532,95.53996545347275,0.8003229670701195,68,None,CBAM
371.7897301679292,0.7937201334736682,318.1934715863671,0.5120553609031591,69,None,CBAM
275.81008422117776,0.12131526556027292,105.28752975139383,0.9585610855301856,70,None,CBAM
338.31305159058127,0.2998716490002721,359.83799122393833,0.11298945562485331,71,None,CBAM
260.56422279412544,0.6971098678693403,136.12719382202093,0.7418117718886451,72,None,CBAM
91.17358488407451,0.021660698998644364,378.1312025131295,0.161299069647893,73,None,CBAM
34.33901624272123,0.5848990912713962,155.38361132067743,0.6715609631807993,74,None,CBAM
265.5920390101261,0.7022428633733582,295.5272876011232,0.43304151716698475,75,None,CBAM
107.26118657362953,0.99195117073311,324.70168853430835,0.6961132688696494,76,None,CBAM
25.327330791040293,0.26745091716366315,151.28769623811058,0.3403080175055564,77,None,CBAM
337.51598701357585,0.6933649528724136,112.00599009889476,0.2309823943435748,78,None,CBAM
390.4241545962575,0.827877598791487,323.2674392905323,0.6206092809080114,79,None,CBAM
271.8999708248864,0.8412591760893904,329.5580173923055,0.4156072291789961,80,None,CBAM
27.760794006475937,0.9032587925690476,336.9723569569017,0.9074931657357537,81,None,CBAM
297.29490029607575,0.04904083863626241,48.154887927731075,0.6440323682706384,82,None,CBAM
266.47450864990947,0.07021392589898079,36.69214047094527,0.8647052830452938,83,None,CBAM
333.8703638717532,0.7807190906245458,221.47926607721203,0.7789212091771976,84,None,CBAM
317.651301285635,0.07690400543704157,314.6985620159231,0.011525632615642477,85,None,CBAM
8.812465162159027,0.874098342910736,170.3299448649893,0.11215422560304279,86,None,CBAM
193.5530263085572,0.28934624286361166,343.0894746623843,0.4930850388592857,87,None,CBAM
150.2567891103989,0.4841147380744472,13.283531190015655,0.33897170774124435,88,None,CBAM
104.27489586757272,0.7787684096725269,330.99024245373676,0.169113071982983,89,None,CBAM
380.7022594540855,0.2202736376245183,42.378093619313255,0.5202468995393312,90,None,CBAM
280.15957570779983,0.3947783705800024,85.63044022663271,0.12761652847890342,91,None,CBAM
363.48727002569456,0.4972802618471468,167.28934109553438,0.9040298025750431,92,None,CBAM
40.941082896855654,0.5782714040480182,337.6881559564895,0.6612892054234721,93,None,CBAM
278.6467760186323,0.6113094070503683,254.94246371232938,0.04010465461414439,94,None,CBAM
157.63973231664826,0.014675609688015444,47.023075195512725,0.9664128953432979,95,None,CBAM
69.05007096802416,0.5979886855618892,97.17482431574858,0.9084380841074483,96,None,CBAM
310.74151949108347,0.6161614683401928,167.22697628855664,0.2271855526565534,97,None,CBAM
320.42928251154746,0.6644295511608769,32.75969896444283,0.5503589363713929,98,None,CBAM
277.1618963709307,0.6380360377235872,8.77570954623014,0.6347041564967308,99,None,CBAM
261.7026136737414,0.6956444361500982,126.7569496471298,0.14501173848386145,100,None,CBAM
324.5388622358687,0.18261554434068294,258.23420506059216,0.9565369959228469,101,None,CBAM
26.4093358661915,0.9147270172365212,354.9631817362836,0.8834463905570448,102,None,CBAM
110.33030901853064,0.8335175011987207,215.08076366196138,0.5829833831719039,103,None,CBAM
146.38583994216197,0.7848446726011465,149.93412344959182,0.6125878676800297,104,None,CBAM
32.630126952127355,0.6088128316747841,398.49135981351685,0.7847642560875657,105,None,CBAM
397.0469867524059,0.5696534981171856,82.59871418853483,0.5947566969645994,106,None,CBAM
123.01494257277842,0.11272574199911388,102.72930895947016,0.9695955157159422,107,None,CBAM
23.375489710532054,0.4135388480805781,115.99338553308431,0.039169719658062006,108,None,CBAM
221.308585537607,0.41559284512250666,119.33927639662024,0.7040913518374309,109,None,CBAM
48.13116613737591,0.35925274333518065,260.11877180090374,0.8704963097393585,110,None,CBAM
210.4740017569153,0.5704649356488877,228.73755477124797,0.39150649616564454,111,None,CBAM
54.794370476241674,0.26534375163161333,364.77544384995747,0.722806022933108,112,None,CBAM
72.3017096636621,0.5846926644715803,209.47582649212174,0.7676931548938705,113,None,CBAM
101.2120433012073,0.9428161045734447,47.6225770018713,0.03098013823623552,114,None,CBAM
372.35749431195745,0.8190455444010716,257.0437892291303,0.6772706827034728,115,None,CBAM
305.03645074511235,0.32863881815471896,47.99763626210123,0.6479735674349787,116,None,CBAM
52.417117412605066,0.03195336268980788,177.06163762958693,0.30358746000307224,117,None,CBAM
195.70766006208237,0.055180482119202845,107.25271570687411,0.8089863570977552,118,None,CBAM
372.4056477677565,0.14254971782817083,240.5158744354512,0.42168065062735716,119,None,CBAM
122.7356130268841,0.02011887637420567,102.89064407175816,0.9744332353222735,120,None,CBAM
50.1697200747908,0.45389360026251646,298.8410055572052,0.845706883874534,121,None,CBAM
161.38771399678163,0.09377052512126408,37.27269667568367,0.7668380045961041,122,None,CBAM
287.52235900032815,0.3686955198636594,133.73404513970297,0.8223352253016728,123,None,CBAM
381.61070130829427,0.3022828038489714,347.80606289033807,0.9749437631928545,124,None,CBAM
118.46764976686495,0.5797078698255638,290.558668809933,0.5145087462479423,125,None,CBAM
260.91266037052543,0.659442854063351,322.9248161994965,0.44462179125663936,126,None,CBAM
112.72905088302967,0.6444256011447096,329.4801087740119,0.6814508240948549,127,None,CBAM
2.198244972437728,0.41842680711910063,97.39193610605197,0.798108413395446,128,None,CBAM
358.96323230531533,0.9205689178673072,272.8954947515111,0.38526627894020543,129,None,CBAM
366.9437500262204,0.10117273947771827,20.318927950012213,0.022996604811690503,130,None,CBAM
69.28967631152386,0.23447332800256618,151.97952943587586,0.0020496766937237072,131,None,CBAM
393.1379045385306,0.514111705427083,210.81494038035515,0.6257656438574642,132,None,CBAM
